,Method,Subject,Accelorometer Axis,Average Degree,Network Diameter,Average Path Length,Activity,Body Part
1706,NVG,12,y,8.537109375,107,36.24573673,Running,thigh
1707,HVG,12,y,3.791015625,114,38.88320962,Running,thigh
1708,NVG,12,z,6.345703125,10,4.923568472,Running,thigh
1709,HVG,12,z,3.97265625,17,7.200205813,Running,thigh
1710,NVG,12,x,8.796875,10,4.473933514,Climbing Up,thigh
1711,HVG,12,x,3.95703125,23,10.54321695,Climbing Up,thigh
1712,NVG,12,y,11.47070313,13,5.06043805,Climbing Up,thigh
1713,HVG,12,y,3.95703125,28,10.59740423,Climbing Up,thigh
1714,NVG,12,z,10.1875,11,4.262912008,Climbing Up,thigh
1715,HVG,12,z,3.953125,25,10.62050189,Climbing Up,thigh
1716,NVG,12,x,8.693359375,10,5.150915659,Climbing Down,thigh
1717,HVG,12,x,3.958984375,29,12.04904578,Climbing Down,thigh
1718,NVG,12,y,11.08984375,13,5.720575208,Climbing Down,thigh
1719,HVG,12,y,3.96875,27,11.23438836,Climbing Down,thigh
1720,NVG,12,z,9.18359375,9,4.657985475,Climbing Down,thigh
1721,HVG,12,z,3.96484375,26,11.29055932,Climbing Down,thigh
1722,NVG,13,x,9.302734375,13,5.105285466,Walking,thigh
1723,HVG,13,x,3.953125,26,9.993890518,Walking,thigh
1724,NVG,13,y,9.578125,28,11.20355075,Walking,thigh
1725,HVG,13,y,3.931640625,36,14.7942021,Walking,thigh
1726,NVG,13,z,7.73046875,10,4.781744486,Walking,thigh
1727,HVG,13,z,3.966796875,20,9.228332341,Walking,thigh
1728,NVG,13,x,9.435546875,18,7.744379277,Running,thigh
1729,HVG,13,x,3.94921875,27,11.57341306,Running,thigh
1730,NVG,13,y,9.52734375,189,64.04422692,Running,thigh
1731,HVG,13,y,3.62890625,194,66.39973195,Running,thigh
1732,NVG,13,z,7.556640625,21,7.994404096,Running,thigh
1733,HVG,13,z,3.953125,25,10.08044469,Running,thigh
1734,NVG,13,x,9.37109375,9,4.834513227,Climbing Up,thigh
1735,HVG,13,x,3.97265625,20,9.48357504,Climbing Up,thigh
1736,NVG,13,y,12.71289062,13,5.38875779,Climbing Up,thigh
1737,HVG,13,y,3.958984375,29,10.85806719,Climbing Up,thigh
1738,NVG,13,z,7.33203125,11,4.778745112,Climbing Up,thigh
1739,HVG,13,z,3.966796875,18,8.446860872,Climbing Up,thigh
1740,NVG,13,x,8.373046875,12,5.257633034,Climbing Down,thigh
1741,HVG,13,x,3.951171875,30,10.77084097,Climbing Down,thigh
1742,NVG,13,y,10.83398438,12,5.117630437,Climbing Down,thigh
1743,HVG,13,y,3.962890625,26,10.82311522,Climbing Down,thigh
1744,NVG,13,z,7.49609375,10,4.681833456,Climbing Down,thigh
1745,HVG,13,z,3.96484375,18,8.30594949,Climbing Down,thigh
1746,NVG,14,x,11.73242188,11,4.662865423,Walking,thigh
1747,HVG,14,x,3.9453125,32,11.87131713,Walking,thigh
1748,NVG,14,y,10.2265625,44,14.84886096,Walking,thigh
1749,HVG,14,y,3.896484375,56,18.1208971,Walking,thigh
1750,NVG,14,z,8.751953125,16,6.019491157,Walking,thigh
1751,HVG,14,z,3.962890625,23,8.982755987,Walking,thigh
1752,NVG,14,x,6.974609375,145,51.16079775,Running,thigh
1753,HVG,14,x,3.705078125,149,52.98324284,Running,thigh
1754,NVG,14,y,7.470703125,171,56.39369311,Running,thigh
1755,HVG,14,y,3.646484375,176,58.57650026,Running,thigh
1756,NVG,14,z,6.486328125,52,18.9372518,Running,thigh
1757,HVG,14,z,3.869140625,56,20.55070297,Running,thigh
1758,NVG,14,x,9.7421875,9,4.382300831,Climbing Up,thigh
1759,HVG,14,x,3.953125,30,11.93861116,Climbing Up,thigh
1760,NVG,14,y,10.72265625,47,17.47858627,Climbing Up,thigh
1761,HVG,14,y,3.892578125,60,21.36674647,Climbing Up,thigh
1762,NVG,14,z,7.763671875,9,4.545105159,Climbing Up,thigh
1763,HVG,14,z,3.96484375,18,8.136630926,Climbing Up,thigh
1764,NVG,14,x,7.958984375,9,4.537113193,Climbing Down,thigh
1765,HVG,14,x,3.966796875,28,10.89426587,Climbing Down,thigh
1766,NVG,14,y,8.826171875,40,14.05301121,Climbing Down,thigh
1767,HVG,14,y,3.908203125,50,17.37501146,Climbing Down,thigh
1768,NVG,14,z,7.220703125,12,5.450778577,Climbing Down,thigh
1769,HVG,14,z,3.96484375,19,8.013605053,Climbing Down,thigh
1770,NVG,15,x,10.796875,10,4.352874129,Walking,thigh
1771,HVG,15,x,3.96484375,21,10.10102983,Walking,thigh
1772,NVG,15,y,8.697265625,11,5.225745357,Walking,thigh
1773,HVG,15,y,3.958984375,27,12.36783472,Walking,thigh
1774,NVG,15,z,10.84570313,11,4.506262219,Walking,thigh
1775,HVG,15,z,3.953125,28,13.06789925,Walking,thigh
1776,NVG,15,x,8.501953125,54,18.69403524,Running,thigh
1777,HVG,15,x,3.884765625,58,20.46336602,Running,thigh
1778,NVG,15,y,7.2265625,11,5.162013914,Running,thigh
1779,HVG,15,y,3.9609375,22,8.111746243,Running,thigh
1780,NVG,15,z,7.318359375,11,5.095928412,Running,thigh
1781,HVG,15,z,3.96875,18,7.949022101,Running,thigh
1782,NVG,15,x,14.09960938,8,4.254057078,Climbing Up,thigh
1783,HVG,15,x,3.974609375,26,11.58451323,Climbing Up,thigh
1784,NVG,15,y,10.60742188,8,4.460462106,Climbing Up,thigh
1785,HVG,15,y,3.9765625,25,11.22965161,Climbing Up,thigh
1786,NVG,15,z,12.1640625,15,5.255183514,Climbing Up,thigh
1787,HVG,15,z,3.93359375,32,15.13447924,Climbing Up,thigh
1788,NVG,15,x,12.8671875,10,4.720510294,Climbing Down,thigh
1789,HVG,15,x,3.955078125,28,11.76816425,Climbing Down,thigh
1790,NVG,15,y,11.13085938,11,4.593772911,Climbing Down,thigh
1791,HVG,15,y,3.95703125,27,11.81405792,Climbing Down,thigh
1792,NVG,15,z,9.623046875,9,4.423908312,Climbing Down,thigh
1793,HVG,15,z,3.951171875,26,11.23982962,Climbing Down,thigh
1794,NVG,1,x,12.26953125,11,4.302008874,Walking,upperarm
1795,HVG,1,x,3.9296875,34,12.15261677,Walking,upperarm
1796,NVG,1,y,11.86914063,10,5.063504246,Walking,upperarm
1797,HVG,1,y,3.97265625,23,10.90147697,Walking,upperarm
1798,NVG,1,z,10.59375,9,4.464206073,Walking,upperarm
1799,HVG,1,z,3.966796875,23,9.95491966,Walking,upperarm
1800,NVG,1,x,10.0625,11,4.70159572,Running,upperarm
1801,HVG,1,x,3.96484375,22,9.885074918,Running,upperarm
1802,NVG,1,y,9.990234375,118,41.48625557,Running,upperarm
1803,HVG,1,y,3.751953125,127,43.89355946,Running,upperarm
1804,NVG,1,z,8.400390625,10,4.642820595,Running,upperarm
1805,HVG,1,z,3.9765625,23,8.720733672,Running,upperarm
1806,NVG,1,x,16.3515625,10,4.157909106,Climbing Up,upperarm
1807,HVG,1,x,3.919921875,46,18.77745448,Climbing Up,upperarm
1808,NVG,1,y,17.40625,8,4.218830187,Climbing Up,upperarm
1809,HVG,1,y,3.951171875,33,12.81433094,Climbing Up,upperarm
1810,NVG,1,z,13.49023437,10,4.503171203,Climbing Up,upperarm
1811,HVG,1,z,3.9375,32,13.56552419,Climbing Up,upperarm
1812,NVG,1,x,11.7265625,8,4.377949734,Climbing Down,upperarm
1813,HVG,1,x,3.97265625,27,12.88770963,Climbing Down,upperarm
1814,NVG,1,y,14.33007813,17,7.153157075,Climbing Down,upperarm
1815,HVG,1,y,3.943359375,32,13.3572405,Climbing Down,upperarm
1816,NVG,1,z,9.91015625,9,4.538147987,Climbing Down,upperarm
1817,HVG,1,z,3.96875,23,9.865705951,Climbing Down,upperarm
1818,NVG,2,x,10.32421875,10,4.610295241,Walking,upperarm
1819,HVG,2,x,3.966796875,22,10.00542217,Walking,upperarm
1820,NVG,2,y,14.39453125,10,4.634290231,Walking,upperarm
1821,HVG,2,y,3.95703125,32,13.73990599,Walking,upperarm
1822,NVG,2,z,12.30664062,11,4.536828721,Walking,upperarm
1823,HVG,2,z,3.96484375,24,10.47799441,Walking,upperarm
1824,NVG,2,x,10.32226562,8,4.350346331,Running,upperarm
1825,HVG,2,x,3.9609375,25,9.94206111,Running,upperarm
1826,NVG,2,y,10.57617188,278,94.62890434,Running,upperarm
1827,HVG,2,y,3.447265625,284,97.49036993,Running,upperarm
1828,NVG,2,z,11.7578125,9,4.508570458,Running,upperarm
1829,HVG,2,z,3.962890625,25,9.997309919,Running,upperarm
1830,NVG,2,x,11.8671875,9,4.540658602,Climbing Up,upperarm
1831,HVG,2,x,3.970703125,24,11.8651771,Climbing Up,upperarm
1832,NVG,2,y,13.9921875,11,4.848334021,Climbing Up,upperarm
1833,HVG,2,y,3.96875,36,14.11507973,Climbing Up,upperarm
1834,NVG,2,z,12.28320312,9,4.518469728,Climbing Up,upperarm
1835,HVG,2,z,3.962890625,26,11.73167728,Climbing Up,upperarm
1836,NVG,2,x,11.55664063,10,4.503350669,Climbing Down,upperarm
1837,HVG,2,x,3.95703125,30,13.95624084,Climbing Down,upperarm
1838,NVG,2,y,13.04101563,26,8.489006751,Climbing Down,upperarm
1839,HVG,2,y,3.9296875,42,14.9712988,Climbing Down,upperarm
1840,NVG,2,z,11.0234375,8,4.421533251,Climbing Down,upperarm
1841,HVG,2,z,3.953125,29,11.95840588,Climbing Down,upperarm
1842,NVG,3,x,11.59960937,9,4.672963251,Walking,upperarm
1843,HVG,3,x,3.970703125,31,13.98798723,Walking,upperarm
1844,NVG,3,y,12.49609375,13,5.44781166,Walking,upperarm
1845,HVG,3,y,3.947265625,40,16.18991515,Walking,upperarm
1846,NVG,3,z,15.23046875,11,4.678979182,Walking,upperarm
1847,HVG,3,z,3.935546875,32,13.93459991,Walking,upperarm
1848,NVG,3,x,12.18554688,15,5.231698283,Running,upperarm
1849,HVG,3,x,3.90234375,30,15.04727212,Running,upperarm
1850,NVG,3,y,10.76171875,12,5.561400293,Running,upperarm
1851,HVG,3,y,3.70703125,31,13.24681161,Running,upperarm
1852,NVG,3,z,10.80859375,11,4.596946023,Running,upperarm
1853,HVG,3,z,3.953125,24,10.00029211,Running,upperarm
1854,NVG,3,x,14.9296875,9,4.201290246,Climbing Up,upperarm
1855,HVG,3,x,3.904296875,62,24.77449329,Climbing Up,upperarm
1856,NVG,3,y,14.49609375,12,4.825866401,Climbing Up,upperarm
1857,HVG,3,y,3.927734375,50,19.86777936,Climbing Up,upperarm
1858,NVG,3,z,15.42382813,11,4.428706164,Climbing Up,upperarm
1859,HVG,3,z,3.91015625,49,19.98836335,Climbing Up,upperarm
1860,NVG,3,x,11.14257813,13,5.22576254,Climbing Down,upperarm
1861,HVG,3,x,3.916015625,41,16.47344285,Climbing Down,upperarm
1862,NVG,3,y,11.23632813,13,5.080828446,Climbing Down,upperarm
1863,HVG,3,y,3.94140625,39,15.22167873,Climbing Down,upperarm
1864,NVG,3,z,12.88671875,9,4.056401973,Climbing Down,upperarm
1865,HVG,3,z,3.958984375,42,14.85387647,Climbing Down,upperarm
1866,NVG,4,x,11.82617188,11,4.350214596,Walking,upperarm
1867,HVG,4,x,3.9609375,37,13.62281968,Walking,upperarm
1868,NVG,4,y,15.02148437,11,4.911015396,Walking,upperarm
1869,HVG,4,y,3.958984375,28,12.63974294,Walking,upperarm
1870,NVG,4,z,12.25,10,4.529168958,Walking,upperarm
1871,HVG,4,z,3.935546875,33,12.58553466,Walking,upperarm
1872,NVG,4,x,10.0234375,10,5.308160359,Running,upperarm
1873,HVG,4,x,3.98046875,25,10.02272345,Running,upperarm
1874,NVG,4,y,8.890625,233,78.36069236,Running,upperarm
1875,HVG,4,y,3.5390625,237,80.50856282,Running,upperarm
1876,NVG,4,z,12.79492187,23,8.792121059,Running,upperarm
1877,HVG,4,z,3.935546875,36,13.31481969,Running,upperarm
1878,NVG,4,x,14.83203125,9,4.167567815,Climbing Up,upperarm
1879,HVG,4,x,3.9609375,32,14.45379895,Climbing Up,upperarm
1880,NVG,4,y,16.08203125,10,4.88747098,Climbing Up,upperarm
1881,HVG,4,y,3.951171875,40,16.55382644,Climbing Up,upperarm
1882,NVG,4,z,14.12890625,10,4.529067769,Climbing Up,upperarm
1883,HVG,4,z,3.9609375,27,13.39198245,Climbing Up,upperarm
1884,NVG,4,x,10.73828125,10,4.584908434,Climbing Down,upperarm
1885,HVG,4,x,3.943359375,32,11.75887784,Climbing Down,upperarm
1886,NVG,4,y,14.45898438,18,7.103666453,Climbing Down,upperarm
1887,HVG,4,y,3.943359375,33,15.18779211,Climbing Down,upperarm
1888,NVG,4,z,12.21484375,9,4.353870739,Climbing Down,upperarm
1889,HVG,4,z,3.9453125,30,12.67354747,Climbing Down,upperarm
1890,NVG,5,x,10.72070313,14,4.866954576,Walking,upperarm
1891,HVG,5,x,3.943359375,28,13.65882171,Walking,upperarm
1892,NVG,5,y,12.17578125,9,4.212094483,Walking,upperarm
1893,HVG,5,y,3.943359375,26,10.46588809,Walking,upperarm
1894,NVG,5,z,10.44140625,11,4.6735742,Walking,upperarm
1895,HVG,5,z,3.94921875,29,12.32380063,Walking,upperarm
1896,NVG,5,x,11.765625,9,4.800002291,Running,upperarm
1897,HVG,5,x,3.962890625,24,9.981656281,Running,upperarm
1898,NVG,5,y,9.04296875,130,44.45960869,Running,upperarm
1899,HVG,5,y,3.736328125,136,46.2796138,Running,upperarm
1900,NVG,5,z,12.80078125,14,5.145951705,Running,upperarm
1901,HVG,5,z,3.9609375,24,9.877709173,Running,upperarm
1902,NVG,5,x,14.59375,12,5.120841734,Climbing Up,upperarm
1903,HVG,5,x,3.908203125,46,17.46311782,Climbing Up,upperarm
1904,NVG,5,y,14.78125,8,4.207046524,Climbing Up,upperarm
1905,HVG,5,y,3.962890625,29,12.61726196,Climbing Up,upperarm
1906,NVG,5,z,12.59570313,10,4.696532487,Climbing Up,upperarm
1907,HVG,5,z,3.9140625,44,17.8729896,Climbing Up,upperarm
1908,NVG,5,x,12.140625,10,4.498012509,Climbing Down,upperarm
1909,HVG,5,x,3.947265625,37,16.37835831,Climbing Down,upperarm
1910,NVG,5,y,16.40039063,10,4.169769138,Climbing Down,upperarm
1911,HVG,5,y,3.953125,32,14.49308101,Climbing Down,upperarm
1912,NVG,5,z,10.8359375,10,4.613804374,Climbing Down,upperarm
1913,HVG,5,z,3.90234375,54,19.68887654,Climbing Down,upperarm
1914,NVG,6,x,13.90820312,10,4.527570946,Walking,upperarm
1915,HVG,6,x,3.947265625,33,13.184619,Walking,upperarm
1916,NVG,6,y,14.71679687,10,4.607832356,Walking,upperarm
1917,HVG,6,y,3.951171875,29,11.73749274,Walking,upperarm
1918,NVG,6,z,10.28710937,8,4.563361055,Walking,upperarm
1919,HVG,6,z,3.955078125,22,9.764235093,Walking,upperarm
1920,NVG,6,x,11.24414062,20,7.397137326,Running,upperarm
1921,HVG,6,x,3.943359375,32,11.83426312,Running,upperarm
1922,NVG,6,y,8.654296875,202,69.1982756,Running,upperarm
1923,HVG,6,y,3.599609375,205,71.63902699,Running,upperarm
1924,NVG,6,z,12.0625,13,4.769808086,Running,upperarm
1925,HVG,6,z,3.962890625,24,10.14676121,Running,upperarm
1926,NVG,6,x,15.37304688,9,4.155673418,Climbing Up,upperarm
1927,HVG,6,x,3.951171875,36,15.9667396,Climbing Up,upperarm
1928,NVG,6,y,13.97070312,9,4.481282075,Climbing Up,upperarm
1929,HVG,6,y,3.947265625,33,13.19847988,Climbing Up,upperarm
1930,NVG,6,z,13.61523438,10,4.67141488,Climbing Up,upperarm
1931,HVG,6,z,3.9453125,36,15.59284694,Climbing Up,upperarm
1932,NVG,6,x,13.54101563,10,4.733124465,Climbing Down,upperarm
1933,HVG,6,x,3.94140625,34,15.08006667,Climbing Down,upperarm
1934,NVG,6,y,15.21484375,11,4.294795867,Climbing Down,upperarm
1935,HVG,6,y,3.958984375,29,12.53983955,Climbing Down,upperarm
1936,NVG,6,z,12.27148438,9,4.140231702,Climbing Down,upperarm
1937,HVG,6,z,3.9453125,29,13.05989965,Climbing Down,upperarm
1938,NVG,7,x,11.65234375,11,5.111028379,Walking,upperarm
1939,HVG,7,x,3.947265625,32,15.21905738,Walking,upperarm
1940,NVG,7,y,14.2421875,8,4.321799777,Walking,upperarm
1941,HVG,7,y,3.97265625,26,12.02170203,Walking,upperarm
1942,NVG,7,z,10.54882813,8,4.281523017,Walking,upperarm
1943,HVG,7,z,3.966796875,23,10.64841459,Walking,upperarm
1944,NVG,7,x,10.54296875,9,4.628018466,Running,upperarm
1945,HVG,7,x,3.974609375,23,9.755042232,Running,upperarm
1946,NVG,7,y,9.591796875,130,44.0027359,Running,upperarm
1947,HVG,7,y,3.744140625,135,46.03326422,Running,upperarm
1948,NVG,7,z,11.16796875,10,4.495163963,Running,upperarm
1949,HVG,7,z,3.9765625,21,9.050855709,Running,upperarm
1950,NVG,7,x,12.875,10,4.756540964,Climbing Up,upperarm
1951,HVG,7,x,3.947265625,33,13.56120937,Climbing Up,upperarm
1952,NVG,7,y,17.44140625,8,4.207319541,Climbing Up,upperarm
1953,HVG,7,y,3.966796875,29,13.16825513,Climbing Up,upperarm
1954,NVG,7,z,13.14453125,10,4.732799899,Climbing Up,upperarm
1955,HVG,7,z,3.955078125,32,13.03252726,Climbing Up,upperarm
1956,NVG,7,x,11.92773437,11,4.487840222,Climbing Down,upperarm
1957,HVG,7,x,3.931640625,36,14.62480526,Climbing Down,upperarm
1958,NVG,7,y,14.39257812,13,5.296269779,Climbing Down,upperarm
1959,HVG,7,y,3.93359375,33,13.47934041,Climbing Down,upperarm
1960,NVG,7,z,12.4609375,11,4.288661565,Climbing Down,upperarm
1961,HVG,7,z,3.9453125,33,12.44714344,Climbing Down,upperarm
1962,NVG,8,x,13.82226562,8,4.538178534,Walking,upperarm
1963,HVG,8,x,3.966796875,36,14.64502383,Walking,upperarm
1964,NVG,8,y,15.77734375,11,4.700144718,Walking,upperarm
1965,HVG,8,y,3.94140625,29,13.59622052,Walking,upperarm
1966,NVG,8,z,13.484375,9,4.267893145,Walking,upperarm
1967,HVG,8,z,3.95703125,31,13.87556322,Walking,upperarm
1968,NVG,8,x,13.6015625,11,4.859004613,Running,upperarm
1969,HVG,8,x,3.970703125,28,12.56191578,Running,upperarm
1970,NVG,8,y,12.63671875,38,13.78141228,Running,upperarm
1971,HVG,8,y,3.916015625,51,18.09892206,Running,upperarm
1972,NVG,8,z,14.08789062,9,4.618921065,Running,upperarm
1973,HVG,8,z,3.96875,25,11.22260852,Running,upperarm
1974,NVG,8,x,14.52148437,10,5.003197932,Climbing Up,upperarm
1975,HVG,8,x,3.947265625,38,16.73630903,Climbing Up,upperarm
1976,NVG,8,y,16.18554687,9,4.357710166,Climbing Up,upperarm
1977,HVG,8,y,3.951171875,29,13.35774453,Climbing Up,upperarm
1978,NVG,8,z,15.06445313,11,4.610543438,Climbing Up,upperarm
1979,HVG,8,z,3.966796875,29,13.09019695,Climbing Up,upperarm
1980,NVG,8,x,14.2734375,11,4.66285015,Climbing Down,upperarm
1981,HVG,8,x,3.9453125,37,13.93307444,Climbing Down,upperarm
1982,NVG,8,y,16.04882812,11,5.088415659,Climbing Down,upperarm
1983,HVG,8,y,3.96484375,31,12.38529066,Climbing Down,upperarm
1984,NVG,8,z,13.29296875,10,4.524145818,Climbing Down,upperarm
1985,HVG,8,z,3.958984375,25,11.17149698,Climbing Down,upperarm
1986,NVG,9,x,14.23828125,10,4.589353082,Walking,upperarm
1987,HVG,9,x,3.9296875,36,14.48641022,Walking,upperarm
1988,NVG,9,y,15.65039063,12,4.636617562,Walking,upperarm
1989,HVG,9,y,3.93359375,33,14.17830523,Walking,upperarm
1990,NVG,9,z,11.5,12,5.118495311,Walking,upperarm
1991,HVG,9,z,3.93359375,34,13.30535,Walking,upperarm
1992,NVG,9,x,11.87890625,9,4.427774468,Running,upperarm
1993,HVG,9,x,3.966796875,21,9.959179115,Running,upperarm
1994,NVG,9,y,10.11914062,285,96.00846927,Running,upperarm
1995,HVG,9,y,3.4296875,290,98.81927962,Running,upperarm
1996,NVG,9,z,12.29882813,9,4.519872999,Running,upperarm
1997,HVG,9,z,3.96484375,24,10.71133653,Running,upperarm
1998,NVG,9,x,16.30664062,8,4.311100547,Climbing Up,upperarm
1999,HVG,9,x,3.9765625,32,14.20645276,Climbing Up,upperarm
2000,NVG,9,y,19.609375,11,4.358002276,Climbing Up,upperarm
2001,HVG,9,y,3.935546875,39,15.84374618,Climbing Up,upperarm
2002,NVG,9,z,15.5546875,15,5.027643496,Climbing Up,upperarm
2003,HVG,9,z,3.91796875,39,15.85814165,Climbing Up,upperarm
2004,NVG,9,x,11.75195313,9,4.541408923,Climbing Down,upperarm
2005,HVG,9,x,3.9609375,24,12.29744013,Climbing Down,upperarm
2006,NVG,9,y,17.3359375,9,4.682541774,Climbing Down,upperarm
2007,HVG,9,y,3.96484375,30,13.78498633,Climbing Down,upperarm
2008,NVG,9,z,12.6484375,9,4.253577865,Climbing Down,upperarm
2009,HVG,9,z,3.951171875,32,13.71074849,Climbing Down,upperarm
2010,NVG,10,x,13.82226562,12,4.717132897,Walking,upperarm
2011,HVG,10,x,3.9375,35,15.37699704,Walking,upperarm
2012,NVG,10,y,15.49414062,9,4.396984589,Walking,upperarm
2013,HVG,10,y,3.9453125,30,12.98973798,Walking,upperarm
2014,NVG,10,z,13.31054688,9,4.307602868,Walking,upperarm
2015,HVG,10,z,3.94140625,31,14.41855679,Walking,upperarm
2016,NVG,10,x,9.62890625,23,7.569915384,Running,upperarm
2017,HVG,10,x,3.9453125,28,10.78424937,Running,upperarm
2018,NVG,10,y,9.556640625,270,90.81874885,Running,upperarm
2019,HVG,10,y,3.46484375,272,93.27190631,Running,upperarm
2020,NVG,10,z,10.61523437,51,17.73404852,Running,upperarm
2021,HVG,10,z,3.890625,56,20.8335338,Running,upperarm
2022,NVG,10,x,14.73242188,9,4.55073352,Climbing Up,upperarm
2023,HVG,10,x,3.96484375,29,14.35931963,Climbing Up,upperarm
2024,NVG,10,y,14.56445312,10,4.508969483,Climbing Up,upperarm
2025,HVG,10,y,3.94921875,36,14.6543847,Climbing Up,upperarm
2026,NVG,10,z,13.984375,9,3.911108947,Climbing Up,upperarm
2027,HVG,10,z,3.92578125,42,17.25022338,Climbing Up,upperarm
2028,NVG,10,x,11.9453125,9,4.495345338,Climbing Down,upperarm
2029,HVG,10,x,3.962890625,30,12.45613965,Climbing Down,upperarm
2030,NVG,10,y,13.37304688,29,11.82006239,Climbing Down,upperarm
2031,HVG,10,y,3.931640625,47,16.70398033,Climbing Down,upperarm
2032,NVG,10,z,11.046875,11,4.921712717,Climbing Down,upperarm
2033,HVG,10,z,3.947265625,28,11.2097767,Climbing Down,upperarm
2034,NVG,11,x,15.9140625,10,4.691537986,Walking,upperarm
2035,HVG,11,x,3.94921875,33,14.61393993,Walking,upperarm
2036,NVG,11,y,15.42578125,10,4.630364889,Walking,upperarm
2037,HVG,11,y,3.958984375,31,12.70463328,Walking,upperarm
2038,NVG,11,z,12.20898438,9,4.448747174,Walking,upperarm
2039,HVG,11,z,3.970703125,27,12.372224,Walking,upperarm
2040,NVG,11,x,11.2109375,10,4.862742852,Running,upperarm
2041,HVG,11,x,3.962890625,24,11.91757736,Running,upperarm
2042,NVG,11,y,8.955078125,114,38.64573215,Running,upperarm
2043,HVG,11,y,3.775390625,119,40.75627749,Running,upperarm
2044,NVG,11,z,9.759765625,8,4.298093078,Running,upperarm
2045,HVG,11,z,3.96875,21,9.195776439,Running,upperarm
2046,NVG,11,x,16.72265625,11,4.479483596,Climbing Up,upperarm
2047,HVG,11,x,3.9140625,44,18.12726815,Climbing Up,upperarm
2048,NVG,11,y,16.74609375,10,4.265235521,Climbing Up,upperarm
2049,HVG,11,y,3.9296875,32,13.32106855,Climbing Up,upperarm
2050,NVG,11,z,12.12304687,10,4.819800831,Climbing Up,upperarm
2051,HVG,11,z,3.9375,33,14.50060904,Climbing Up,upperarm
2052,NVG,11,x,12.87304688,11,4.589185071,Climbing Down,upperarm
2053,HVG,11,x,3.94921875,38,15.35422776,Climbing Down,upperarm
2054,NVG,11,y,12.328125,9,4.305836846,Climbing Down,upperarm
2055,HVG,11,y,3.958984375,32,13.71531723,Climbing Down,upperarm
2056,NVG,11,z,11.28710938,10,4.395976524,Climbing Down,upperarm
2057,HVG,11,z,3.91796875,42,19.0167858,Climbing Down,upperarm
2058,NVG,12,x,12.55273437,9,4.380397345,Walking,upperarm
2059,HVG,12,x,3.962890625,26,11.42499847,Walking,upperarm
2060,NVG,12,y,14.03320313,11,4.574493677,Walking,upperarm
2061,HVG,12,y,3.953125,26,11.87907617,Walking,upperarm
2062,NVG,12,z,9.525390625,9,4.797827697,Walking,upperarm
2063,HVG,12,z,3.962890625,22,10.47558116,Walking,upperarm
2064,NVG,12,x,9.724609375,10,5.261090619,Running,upperarm
2065,HVG,12,x,3.974609375,25,10.93600509,Running,upperarm
2066,NVG,12,y,8.849609375,182,62.00878047,Running,upperarm
2067,HVG,12,y,3.638671875,187,64.2094044,Running,upperarm
2068,NVG,12,z,7.576171875,9,4.897385524,Running,upperarm
2069,HVG,12,z,3.978515625,18,8.478481259,Running,upperarm
2070,NVG,12,x,12.95507813,11,4.618483856,Climbing Up,upperarm
2071,HVG,12,x,3.94921875,30,13.50573528,Climbing Up,upperarm
2072,NVG,12,y,15.6015625,9,4.509864904,Climbing Up,upperarm
2073,HVG,12,y,3.962890625,29,12.81371426,Climbing Up,upperarm
2074,NVG,12,z,10.63085938,10,4.405203751,Climbing Up,upperarm
2075,HVG,12,z,3.96484375,24,10.67025408,Climbing Up,upperarm
2076,NVG,12,x,11.84960938,10,4.600940097,Climbing Down,upperarm
2077,HVG,12,x,3.9296875,40,15.86347599,Climbing Down,upperarm
2078,NVG,12,y,15.52539062,11,5.126267717,Climbing Down,upperarm
2079,HVG,12,y,3.9375,37,16.96305864,Climbing Down,upperarm
2080,NVG,12,z,9.65234375,8,4.34294813,Climbing Down,upperarm
2081,HVG,12,z,3.943359375,30,10.21882255,Climbing Down,upperarm
2082,NVG,13,x,12.39453125,13,5.254163994,Walking,upperarm
2083,HVG,13,x,3.951171875,32,13.99866928,Walking,upperarm
2084,NVG,13,y,12.12109375,9,4.884185224,Walking,upperarm
2085,HVG,13,y,3.955078125,31,12.5452579,Walking,upperarm
2086,NVG,13,z,11.60546875,10,4.484619379,Walking,upperarm
2087,HVG,13,z,3.9375,33,12.97964397,Walking,upperarm
2088,NVG,13,x,11.75,8,4.541471927,Running,upperarm
2089,HVG,13,x,3.94921875,29,9.934399438,Running,upperarm
2090,NVG,13,y,9.501953125,238,81.73693907,Running,upperarm
2091,HVG,13,y,3.529296875,245,84.16842887,Running,upperarm
2092,NVG,13,z,10.27539062,9,4.815610108,Running,upperarm
2093,HVG,13,z,3.958984375,24,11.75644932,Running,upperarm
2094,NVG,13,x,15.28320312,9,4.144905456,Climbing Up,upperarm
2095,HVG,13,x,3.94921875,30,15.32697374,Climbing Up,upperarm
2096,NVG,13,y,12.81640625,9,4.485881369,Climbing Up,upperarm
2097,HVG,13,y,3.955078125,31,12.64432315,Climbing Up,upperarm
2098,NVG,13,z,12.37695312,13,4.697868936,Climbing Up,upperarm
2099,HVG,13,z,3.92578125,34,13.28328331,Climbing Up,upperarm
2100,NVG,13,x,11.78125,14,4.573749084,Climbing Down,upperarm
2101,HVG,13,x,3.93359375,36,15.70354121,Climbing Down,upperarm
2102,NVG,13,y,13.33007812,10,4.614695977,Climbing Down,upperarm
2103,HVG,13,y,3.939453125,36,13.47330347,Climbing Down,upperarm
2104,NVG,13,z,11.23242187,14,5.333329515,Climbing Down,upperarm
